File Name,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Spectral_Centroid,Spectral_Rolloff,Spectral_Bandwidth,Spectral_Flatness,Zero_Crossing_Rate,RMS_Energy,Label
1089-134686-0019,-301.13934,103.68166,-2.8677292,35.23377,0.8854818,2.081123,-8.155911,-3.6061738,-2.9066906,-2.9308116,-0.9633884,-0.7709446,-2.4408946,1685.300914463939,3099.371408045977,1488.0053539905607,0.039261997,0.125823904454023,0.03699176,clean
1089-134686-0020,-305.81454,120.179726,-14.810024,30.949162,-0.6700181,1.2214537,-4.725516,-4.002819,-1.8176367,-1.6498896,-2.6050754,0.31653512,-3.9879549,1451.3614478683146,2683.467261904762,1374.9456722556808,0.03247893,0.09902622767857143,0.036164954,clean
1089-134686-0021,-316.55807,117.90032,-4.0694823,27.865097,0.4554325,1.5753073,-9.324196,-2.7444851,-2.3019137,-1.5137931,-0.5299882,0.6472492,-3.0025582,1473.7777014073677,2829.306402439024,1436.095064932994,0.029471016,0.09820645960365854,0.03845647,clean
1089-134686-0022,-298.9457,110.84648,-5.11126,26.74367,1.3026993,3.7514307,-8.094121,-2.9279754,-2.9131365,-1.3418094,-0.70490354,0.15333836,-1.7798156,1571.6422981423314,3010.9821428571427,1509.5890958966188,0.037278175,0.11059709821428572,0.036693458,clean
1089-134686-0023,-313.2113,112.10626,-2.6114464,32.23854,1.3873333,4.961027,-5.3191113,-6.3477974,-3.3974006,-2.640552,-0.22268824,-2.590918,-2.504647,1548.2203888525696,2907.3042168674697,1464.0442499622393,0.032015502,0.10557581890060241,0.034755804,clean
1089-134686-0024,-304.68668,104.03483,-8.97122,34.09128,0.35626772,4.3524323,-6.7957926,-3.54834,-0.57007194,-1.0670013,0.10766134,-1.6096585,-1.5474621,1684.4504866372883,3117.701198630137,1487.672205712841,0.037271895,0.1175874892979452,0.03147452,clean
1089-134686-0025,-334.17725,99.67701,-4.0000715,38.295727,-0.9758652,5.022286,-3.2901516,-5.3967414,4.314059,-0.7478628,2.9796193,-0.12187153,-0.9937918,1674.191553169632,3213.805857487923,1550.5344205045797,0.029873783,0.09606166968599034,0.0312336,clean
1089-134686-0026,-324.08972,109.700325,-10.626787,29.78682,8.784123,8.319042,-10.11532,-2.176008,1.5604014,-0.2301746,5.375214,-1.2538215,-1.2465149,1546.0857072450128,3093.0679563492063,1561.2473197320671,0.02997526,0.09419177827380952,0.029623479,clean
1089-134686-0027,-299.16296,88.36951,0.7056391,26.510117,2.2533135,6.3135266,-14.380059,1.2486116,1.9857938,1.8767927,2.9327922,-2.0093634,-1.1759197,1945.8560800368152,3619.761029411765,1661.9896235279236,0.04425224,0.13746553308823528,0.037210684,clean
1089-134686-0028,-263.34406,106.26864,-11.328088,33.23919,0.1064133,-2.6758773,-12.782245,-7.677636,-4.9619904,-8.163237,-1.4737267,-2.4932306,-5.4917965,1639.795756386097,3079.5280612244896,1464.8318288381615,0.032890126,0.11533203125,0.057773866,clean
1089-134686-0029,-294.75375,115.17244,-19.121143,31.701975,0.27735132,-4.815626,-6.568337,-8.368201,-1.5280546,-5.89138,0.34225547,-0.11667985,-7.0619273,1448.4685708052828,2794.734589041096,1397.6939994268287,0.025822232,0.0913888591609589,0.05181734,clean
1089-134686-0030,-257.12906,101.69198,-20.493258,38.47934,0.89797765,-2.9778428,-15.347815,-4.613074,0.5091638,-9.333329,7.0509577,1.5343926,-8.032586,1604.412373096226,3024.448529411765,1461.6572260703435,0.029211748,0.10399241727941176,0.06722735,clean
1089-134686-0031,-339.18683,111.13138,-7.908268,36.407887,3.6780405,3.1588671,-3.4137561,-2.6786473,-0.27415183,-5.5383167,3.4875102,0.5329528,-2.3991003,1558.13601725469,3070.8031400966183,1506.142340025507,0.025267689,0.08799205540458938,0.031383563,clean
1089-134686-0032,-354.44684,107.26878,0.62697446,36.965492,-4.0896616,1.8486905,-3.6130383,-0.6981736,-2.3765817,-8.838045,3.6836357,-1.8315969,-3.5483646,1602.2550944343134,3231.99462890625,1576.7601563962899,0.032564215,0.0967559814453125,0.034432277,clean
1089-134686-0033,-329.65555,76.607574,0.42244634,33.911522,8.737426,3.9906216,-9.132825,-3.8642676,0.32804134,-3.5278902,1.0189179,1.5618532,-1.7113438,2248.0156331927637,4098.4375,1756.1806694348797,0.066100314,0.1744419642857143,0.03051871,clean
1089-134686-0034,-353.64178,114.13962,-9.463505,27.899263,5.1749544,2.4387126,-2.7209415,-2.5111036,0.45637488,2.039399,1.2915933,1.2802074,-1.5341349,1504.9762744730106,2961.5813873626375,1506.2834432449781,0.029613206,0.0831768329326923,0.02715764,clean
1089-134686-0035,-313.36398,99.01893,-3.9665074,34.39701,6.2176023,0.4054682,-5.289535,-3.8215342,-3.8032491,-0.9646134,-1.1835907,-1.7319134,-4.2823524,1553.2360175831914,3053.4577546296296,1558.7957381384101,0.03353711,0.09072084780092593,0.049200848,clean
1089-134686-0036,-290.29858,67.91675,-0.79464155,32.107002,9.359424,3.4918883,-9.678349,-2.141859,-0.48686716,-1.8057128,0.71769655,1.3472238,-0.7121166,2509.6295496012426,4248.697916666667,1718.537234678326,0.08320389,0.22330250459558823,0.032862525,clean
1089-134686-0037,-335.81668,117.77253,-5.578977,25.17619,1.9302404,3.4157562,-6.3982944,-3.2378986,-3.2983892,0.554762,-0.1399843,0.9183896,-0.663315,1549.35087889222,2973.1115797546013,1489.062290629094,0.03647773,0.10103827166411043,0.03193063,clean
1089-134691-0000,-361.9471,106.71581,-3.131688,26.28917,6.389078,3.2786586,-0.21321352,-4.895403,0.9992817,-4.129255,-1.0191189,1.1365967,1.0255014,1390.0514062200189,3017.163825757576,1598.4095999369601,0.009712662,0.055353338068181816,0.035777006,clean
1089-134691-0001,-336.2737,117.349815,-6.9472103,26.717997,-0.92520803,6.6468863,-1.2765421,-3.3867123,-2.2898965,-2.3983855,5.924705,-2.20399,2.077483,1468.9274536435366,2968.198529411765,1547.3672288268313,0.023372715,0.07987994025735294,0.025664048,clean
1089-134691-0002,-289.9877,106.80471,-12.375304,27.05105,-4.0964203,4.553903,-6.6843,-7.308225,-3.0605812,-2.316955,1.8546717,-0.039642587,-2.397224,1661.179749597363,3134.4051308539947,1505.4652269257842,0.031427525,0.11158773459022038,0.042794187,clean
1089-134691-0003,-353.2588,87.31161,2.9986048,42.603508,8.370296,11.5210495,-5.6218815,-6.734964,0.8438081,-7.3512692,0.89630353,-2.818449,-1.0797598,1731.665324749346,3661.075367647059,1778.5788419004566,0.029403836,0.08953498391544118,0.028272191,clean
1089-134691-0004,-300.8613,99.625175,-0.6395731,25.913044,-8.374101,9.344793,-7.2960687,-5.3754973,0.7416477,-5.348828,5.0528054,-2.421321,-2.7488308,1740.656676201129,3126.591435185185,1524.3372894756073,0.033413023,0.12102442611882716,0.039623212,clean
1089-134691-0005,-304.38248,97.53382,-6.6757164,27.743534,2.0907032,8.527535,-6.606026,-2.6911821,-1.8152153,-3.4885044,6.7505593,-4.1842666,-1.240201,1859.366435312961,3429.3619791666665,1571.759105583393,0.04054774,0.13085065569196427,0.029591663,clean
1089-134691-0006,-272.18793,96.221176,-12.3449135,39.78495,1.7545055,3.8719554,-9.193144,-6.076185,-2.2509897,-5.963862,2.0017955,-1.8100052,-3.7215974,1715.1474246199155,3198.8175675675675,1536.8621953980369,0.036804307,0.10121146537162162,0.0404593,clean
1089-134691-0007,-302.5115,99.05563,-7.466236,30.132547,0.42981696,8.453231,-5.23998,-8.458724,-4.3793006,-2.5391529,5.3560987,-2.3757086,-3.8230288,1706.743326571258,3216.796875,1567.9696069818924,0.0328237,0.1011013454861111,0.0406164,clean
1089-134691-0008,-268.96774,89.02011,-11.592032,38.00111,1.2448575,3.9676929,-9.214824,-5.46262,-4.890252,-7.047232,1.3429087,-2.267651,-4.272916,1862.6860727700791,3309.6515191897656,1525.489758250951,0.045118343,0.1341451226012793,0.04367878,clean
1089-134691-0009,-287.59396,98.52957,-13.067326,28.608683,-0.13190436,5.6252165,-6.727916,-2.323883,-3.8622947,-3.224006,1.8800162,0.2711866,-2.2083066,1777.701088064541,3226.400518341308,1511.1939354570102,0.035791975,0.1231364321670654,0.03630996,clean
1089-134691-0010,-381.44046,103.1685,-5.2520866,18.742367,3.7276938,6.2511754,-0.15193522,-2.9211483,-1.1706686,0.7689962,5.830225,5.1918917,0.61143816,1627.3192002851893,3604.609375,1756.6994889536936,0.022126267,0.064169921875,0.032459706,clean
1089-134691-0011,-292.4361,102.93992,-11.511745,32.87452,3.301621,3.7905757,-8.890589,-5.6267676,-3.5100565,-3.9181926,1.1619027,-0.6370793,-1.7586892,1684.005193202048,3155.2141573482427,1522.1163635276184,0.036522128,0.10826505715854633,0.039777678,clean
1089-134691-0012,-283.25287,89.795,-8.179493,35.680218,5.239474,5.725264,-9.052149,-7.224836,-2.88134,-5.084181,0.45545503,0.13324223,-3.0225897,1888.301055060964,3410.0232712765956,1566.2755815989135,0.0464148,0.1248794880319149,0.039034743,clean
1089-134691-0013,-273.3212,105.788506,-10.901868,26.661942,-1.7125599,6.8185887,-8.64769,-8.003332,-5.919656,-2.820982,2.8231995,-0.8456308,-2.9946172,1677.7740741371554,3109.482020547945,1501.1741501257263,0.03459055,0.11747225110078278,0.041220035,clean
1089-134691-0014,-312.43582,100.00177,-7.394097,28.037916,4.655058,1.5445206,-8.182186,-2.0604048,-2.8371832,-2.4711878,0.8899807,0.70385146,-0.7224444,1710.9255786764907,3362.5734060402683,1619.6898000687356,0.031044176,0.10306011430369127,0.033662725,clean
1089-134691-0015,-418.9795,93.56179,15.230144,18.530582,6.6192384,13.595868,-5.757389,-3.056506,3.7456734,-0.33841148,2.5192275,1.4619507,1.6783466,1791.2722252208189,3785.995911214953,1826.195704031185,0.024844594,0.08238719334112149,0.01797867,clean
1089-134691-0016,-275.86798,101.32641,-16.50325,22.157713,-3.5055292,8.601306,-5.1732097,-6.1047325,-3.4938257,-0.11303195,1.7387096,-1.6473477,-2.4255555,1700.5900002427336,3200.4841549295775,1536.6724898395612,0.03122425,0.10276257152288733,0.046033517,clean
1089-134691-0017,-271.8639,98.83311,-14.939116,33.558876,0.38813272,5.2032394,-9.584984,-8.493964,-1.825567,-3.7071934,1.9983357,-1.8769181,-2.6458657,1710.1883749847277,3130.592554644809,1483.630232413564,0.029029163,0.11181106984289617,0.044946566,clean
1089-134691-0018,-398.65964,91.92103,2.4357827,29.772738,9.845866,4.288776,-5.808844,5.157901,5.682182,2.106119,4.6562133,-3.0616481,2.5871418,1572.636025683051,3590.528350515464,1849.4269766566408,0.013266751,0.04635651578608247,0.026186803,clean
1089-134691-0019,-330.68228,110.78176,2.3774612,18.544863,-7.698814,9.730359,-1.3779569,-3.115785,-1.671612,-6.1218057,3.6651518,1.643399,-0.016058214,1565.8001464044585,3107.6388888888887,1562.9364466708685,0.024854966,0.08729876893939394,0.03602952,clean
1089-134691-0020,-261.64816,66.8504,-10.106557,6.7096434,-9.829338,7.177228,-14.024602,-4.32603,-5.1806016,-0.8836263,5.052264,3.2780294,-5.371015,2156.1825357625153,3793.125,1617.3341319215092,0.03854972,0.16560546875,0.08738147,clean
1089-134691-0021,-277.8296,104.30856,-13.0419855,30.028957,-2.3524442,6.605871,-5.1831694,-8.560896,-4.3666415,-3.117085,-0.9063374,0.66851354,-3.681567,1689.9396359160537,3055.322966507177,1464.2763729322937,0.034640286,0.11573784203050239,0.044424705,clean
1089-134691-0022,-286.4192,95.342705,-4.7695017,32.310028,0.7034647,5.413663,-11.206457,-8.060328,0.5044461,-5.830739,0.47037882,-0.57162035,-2.8841527,1824.0061167750519,3374.0289548022597,1577.8834645382462,0.036762524,0.11464126500706215,0.042690728,clean
1089-134691-0023,-274.93112,95.93216,-5.7275624,32.330864,0.91175514,3.8800564,-10.324956,-6.1544576,-3.759553,-3.8246093,3.2672715,-1.9648099,-3.1108363,1835.7977570101111,3400.987861570248,1588.7397930455743,0.037617415,0.13073226045971073,0.03653757,clean
1089-134691-0024,-294.34756,55.230278,2.832518,5.8437285,-11.160474,5.817567,-9.264906,-1.1838932,-8.467733,2.4564838,1.4757336,2.721534,2.23699,2345.62402426712,4115.066964285715,1729.124877337052,0.05912881,0.1756626674107143,0.06877658,clean
1089-134691-0025,-298.30322,92.494576,-1.1225668,35.42105,-0.06466711,3.3473747,-8.912244,-5.2118893,-2.706497,-4.056805,0.6765692,-1.8667804,-2.2275562,1777.2655213414985,3370.7046812749004,1597.302073095136,0.0460341,0.12869226220119523,0.034258734,clean
1188-133604-0000,-390.0111,116.35775,3.0519507,7.082521,17.639282,17.421032,3.2002628,7.5628276,2.753832,-4.7655244,1.2619073,-3.7327387,4.738861,1311.9240186900788,2396.9959077380954,1475.1062370446532,0.022287706,0.08224051339285714,0.021752605,clean
1188-133604-0001,-364.8725,111.41308,0.47911152,7.537878,14.960092,18.700464,-2.585017,5.8697534,2.6084545,-7.888627,2.319447,-3.2393281,6.9076405,1513.1482252753171,2682.3652826855123,1479.3114480583376,0.025472524,0.11073114509717315,0.024467472,clean
1188-133604-0002,-324.8874,105.86403,2.483795,17.931808,17.555893,10.618775,-0.9257049,-1.4263073,0.5191036,-9.14688,-3.3074968,-7.4007435,4.875874,1506.5479347412909,2761.3434163701068,1535.082511113772,0.03270429,0.108154296875,0.03198178,clean
1188-133604-0003,-343.37845,110.04976,2.6961994,12.760779,18.14944,14.211417,0.40077198,1.6300383,1.1756233,-6.6052322,-1.005311,-7.8475375,4.566485,1525.0581636846896,2759.0585443037976,1507.257135311622,0.033826124,0.11557678995253165,0.025731886,clean
1188-133604-0004,-345.46655,120.78871,1.2232687,12.783243,17.767763,11.9166765,1.815489,-1.2717891,-0.47840866,-5.9338746,-3.0715108,-5.809913,5.965359,1382.6256623985007,2503.096846846847,1494.582709216809,0.029337998,0.09467670795795796,0.026107382,clean
1188-133604-0005,-354.03064,116.13004,-0.68627256,14.975828,11.766255,13.314059,-0.11185985,-0.034705546,1.2513852,-9.647713,1.7337,-3.2288256,5.458385,1457.9680480293698,2601.504197761194,1487.1522810132333,0.024458565,0.10609732101212686,0.023682697,clean
1188-133604-0006,-407.80972,116.20587,8.000978,16.58684,23.064447,14.138477,7.2807465,1.9672089,2.3979065,-3.7309594,-1.0097843,-4.856001,5.789191,1153.4095664725016,2264.699835526316,1501.193136607574,0.0141887,0.05602384868421053,0.018762091,clean
1188-133604-0007,-345.92258,135.22087,-4.71849,9.778217,14.907602,12.973085,1.9032891,-2.4544954,0.12757736,-4.9058933,-1.5554533,-2.3496778,2.2800112,1141.1682344382207,2113.7892376681616,1369.113417997304,0.015310916,0.06849841472813901,0.027638564,clean
1188-133604-0008,-348.84256,118.611565,7.2159996,13.348464,17.819695,13.988906,0.49559408,3.156932,1.0233607,-9.486124,-1.1797844,-1.9121143,5.411515,1372.5489096845636,2525.483917565485,1480.3497147227322,0.02682143,0.0941246749807396,0.027472626,clean
1188-133604-0009,-337.24774,129.54837,0.3092505,12.892861,15.898847,15.873665,-1.0622752,0.8370671,-4.8766675,-9.364112,-0.7576072,-3.4231915,5.9572825,1190.7190120063244,2149.672763522885,1328.3221230531508,0.018809782,0.08169060441227462,0.0340042,clean
1188-133604-0010,-356.73895,122.795975,-0.99761266,8.285513,21.79041,16.662035,3.4735532,1.4665655,0.088994294,-3.0603857,-5.6425843,-2.314962,7.264398,1203.501161050441,2199.934554973822,1399.9087910153394,0.019712115,0.07135297365837696,0.029225098,clean
1188-133604-0011,-317.5315,121.87129,-0.6096018,12.769903,20.983904,14.95331,1.1029772,-0.17631277,0.112137936,-4.0696,-2.9548767,-0.908099,6.3692055,1291.338940956702,2372.3848684210525,1396.6262174333806,0.023098746,0.08076171875,0.0381373,clean
1188-133604-0012,-354.06918,118.07197,6.026992,6.0757957,9.788227,18.05464,2.4236426,2.2055964,-0.150444,-3.175028,-3.8733478,-2.7737942,4.591917,1359.6005525764924,2359.664983624454,1417.484615265555,0.023369843,0.10067975573144104,0.029584251,clean
1188-133604-0013,-375.79257,143.16429,2.4542332,-0.29001325,18.179491,15.223691,6.898737,1.3327494,-0.38336208,-0.27201962,-2.339925,-2.699256,1.5700059,970.6358014276973,1663.4868421052631,1238.5194544913388,0.008712625,0.05787931743421053,0.033732846,clean
1188-133604-0014,-373.2182,124.15254,13.620005,12.753202,14.0375395,10.317004,-0.16654128,2.1652858,-0.49590793,-9.050768,-3.989488,-2.7539384,3.9117608,1174.7120192551613,2230.185688405797,1439.0620490628737,0.017671784,0.07116522305253623,0.032191526,clean
1188-133604-0015,-333.04593,115.74816,11.526094,19.44911,17.139257,12.665067,-2.8921447,-4.174025,-4.0917287,-8.6933,-2.2202518,-3.997895,6.957847,1297.0155582343739,2358.9245775347913,1447.1866645647642,0.024620382,0.09108823620775348,0.03516849,clean
1188-133604-0016,-346.96503,117.19191,10.068599,20.644283,20.745865,13.224576,-3.7660909,-3.4405766,-1.2937933,-9.401936,-1.2583973,-2.1280456,5.205665,1283.8397127098842,2396.9020953757226,1457.6101649514865,0.023533463,0.08482546062138728,0.030422548,clean
1188-133604-0017,-260.36935,100.39103,8.4322405,14.165897,11.739845,8.50997,-3.5265949,-0.60134304,-7.3123097,5.1763783,-8.704034,-8.786015,1.378352,1581.4952550574262,2809.8599137931033,1509.824785933381,0.035683617,0.12320514547413793,0.061428476,clean
1188-133604-0018,-284.96024,120.19133,1.0547252,17.78895,15.999932,13.423271,-4.2636285,-0.80460787,-4.3684926,0.25529426,-5.7668896,-7.713739,4.3937483,1325.9904060305364,2459.898718836565,1433.2473895430921,0.027113954,0.09072292676592798,0.048729155,clean
1188-133604-0019,-322.27118,118.1365,0.16540247,14.85475,15.376549,11.9577055,-0.7207398,2.3719609,-0.74204385,-0.10831668,-4.973417,-5.56882,5.436125,1259.2824675667816,2305.9955561926604,1425.0648376118652,0.020700626,0.07990117904243119,0.042249218,clean
1188-133604-0020,-317.8468,112.2416,3.7689402,17.415178,16.136692,13.34253,-0.110549025,4.9528623,-1.6901312,-0.24948691,-4.374693,-7.9307547,3.49747,1288.1013566181705,2367.455218068536,1443.7877317961816,0.019958837,0.08389767085280374,0.043825246,clean
1188-133604-0021,-307.41052,114.92409,2.430731,18.141115,15.238637,11.450807,-1.7974142,4.882986,-1.8398724,-0.35760984,-4.1274347,-8.280485,5.8639636,1334.349449471222,2544.241173120729,1471.5119506912397,0.026618062,0.0860364909595672,0.04095716,clean
1188-133604-0022,-350.88565,112.76011,2.7407389,12.975523,17.186337,14.409585,0.054754898,7.8302794,0.13981968,1.1141459,-3.1296906,-5.984455,3.311026,1277.1902016147626,2355.3519518272424,1454.191578130091,0.022504501,0.08029549937707642,0.034338307,clean
1188-133604-0023,-341.90128,112.91034,7.0301147,4.1951237,11.666407,15.279906,-0.20093656,9.146667,-0.8575723,5.9067574,-3.971029,-4.4442444,2.5129955,1272.3517606362418,2283.2875844594596,1427.5737713127555,0.02133309,0.0791088207347973,0.036143344,clean
1188-133604-0024,-321.90128,131.02675,2.1863842,6.0454674,17.339632,10.332837,-4.601032,9.176975,-2.9192755,3.2730114,-5.1203985,-5.172504,4.855251,1156.1882481045227,2082.1540880503144,1332.7463919163097,0.018193448,0.07794790847746332,0.042133458,clean
1188-133604-0025,-290.37097,121.41634,-0.5885492,5.8915796,10.91552,12.425161,-4.1871715,7.9859242,-6.5872784,5.91967,-3.9242861,-7.5101814,4.966117,1354.5079431320414,2435.0858369098714,1430.0621612514105,0.025569376,0.09004493025751073,0.051039144,clean
1188-133604-0026,-326.00693,114.36233,5.997728,7.3766456,12.505211,14.701434,-0.8813778,5.9329333,-3.9041412,1.2901796,-2.9714906,-6.136704,4.82658,1363.8794246153197,2417.279411764706,1406.9946190289836,0.030495599,0.10057817468203498,0.035746563,clean
1188-133604-0027,-348.0838,109.27825,6.777565,11.430679,16.350325,12.306208,-2.7270353,6.0224867,-4.1255813,3.2209647,-2.1997135,-5.6401973,3.8677452,1283.476801225159,2370.8052201704545,1469.2443772360327,0.027111175,0.07999628240411932,0.037383214,clean
1188-133604-0028,-345.747,107.95891,6.383534,5.2554817,15.370453,12.672439,-3.5834258,8.359879,-3.582054,6.53362,-4.1573973,-5.3261642,4.0066795,1448.046293271946,2630.9843223905723,1523.2337980759548,0.034378286,0.09990530303030302,0.035497755,clean
1188-133604-0029,-398.8327,111.57977,8.068572,5.530598,14.762959,15.698694,1.7751694,7.501407,2.8702385,2.5427065,-1.4034132,-2.5991704,3.0979028,1255.367770448551,2412.513469827586,1533.3002614592288,0.025192922,0.07705162311422414,0.024119832,clean
1188-133604-0030,-417.04987,100.22892,16.952227,10.055935,14.348817,16.374498,4.173975,4.719801,-2.7166834,4.0609665,3.3153503,-3.329535,4.461208,1226.3581409268081,2473.1770833333335,1625.7819867270348,0.019209687,0.06372884114583334,0.028722696,clean
1188-133604-0031,-383.76248,101.220245,13.43525,18.886225,10.910413,16.040396,3.4434233,2.2906744,0.15908653,5.8862205,-1.5068234,-6.0487456,3.0522654,1322.3289074787726,2755.1104323308273,1664.4144858158281,0.022850284,0.05974653430451128,0.032440595,clean
1188-133604-0032,-349.73425,109.60808,11.266363,15.264887,14.047968,13.038037,-2.5943532,5.3278723,-2.4679415,3.5569813,-3.4624472,-5.4007797,3.0122287,1386.6079753423714,2515.3978924418607,1486.7349032046975,0.024990898,0.09652355105377906,0.033745036,clean
1188-133604-0033,-361.69382,121.130264,4.1990385,11.659636,19.270947,8.940614,-7.4149814,5.6122675,0.59867644,-0.45891672,-3.4248009,-2.9072185,3.1761374,1235.358403565521,2308.293269230769,1416.841155810041,0.021573167,0.07951707106370193,0.033895344,clean
1188-133604-0034,-344.17624,117.86647,9.06199,12.978405,15.056624,8.944611,-6.65189,4.648177,-0.23264663,-0.9901866,-3.6504014,-5.2929664,4.2707925,1324.4629000098325,2441.3943042813457,1449.515076791235,0.02614805,0.08901650898318043,0.03602715,clean
1188-133604-0035,-397.9463,91.22187,9.356882,12.4937315,14.3036375,11.41378,0.37715372,8.332763,2.921297,5.0921,-0.24378395,-1.9820801,1.7188603,1526.156713959706,2772.843070652174,1633.4052072481227,0.030600615,0.09942361582880435,0.027167683,clean
